Date,BTC-USD_ADJCLOSE,BTC-USD_CLOSE,BTC-USD_HIGH,BTC-USD_LOW,BTC-USD_OPEN,BTC-USD_VOLUME
2017-05-25,2304.97998046875,2304.97998046875,2763.7099609375,2285.300048828125,2446.239990234375,2406700032
2017-05-26,2202.419921875,2202.419921875,2573.7900390625,2071.989990234375,2320.889892578125,1763480064
2017-05-27,2038.8699951171875,2038.8699951171875,2260.199951171875,1855.8299560546875,2196.27001953125,1700480000
2017-05-28,2155.800048828125,2155.800048828125,2267.340087890625,2054.080078125,2054.080078125,1147139968
2017-05-29,2255.610107421875,2255.610107421875,2307.050048828125,2107.169921875,2159.429931640625,994625024
2017-05-30,2175.469970703125,2175.469970703125,2301.9599609375,2124.570068359375,2255.360107421875,1443970048
2017-05-31,2286.409912109375,2286.409912109375,2311.080078125,2145.570068359375,2187.18994140625,1544829952
2017-06-01,2407.8798828125,2407.8798828125,2448.389892578125,2288.330078125,2288.330078125,1653180032
2017-06-02,2488.550048828125,2488.550048828125,2488.550048828125,2373.320068359375,2404.030029296875,1317030016
2017-06-03,2515.35009765625,2515.35009765625,2581.909912109375,2423.570068359375,2493.719970703125,1514950016
2017-06-04,2511.81005859375,2511.81005859375,2585.889892578125,2452.5400390625,2547.7900390625,1355120000
2017-06-05,2686.81005859375,2686.81005859375,2686.81005859375,2510.219970703125,2512.39990234375,1369309952
2017-06-06,2863.199951171875,2863.199951171875,2999.909912109375,2690.840087890625,2690.840087890625,2089609984
2017-06-07,2732.159912109375,2732.159912109375,2869.3798828125,2700.56005859375,2869.3798828125,1517709952
2017-06-08,2805.6201171875,2805.6201171875,2815.300048828125,2670.949951171875,2720.489990234375,1281170048
2017-06-09,2823.81005859375,2823.81005859375,2901.7099609375,2795.6201171875,2807.43994140625,1348950016
2017-06-10,2947.7099609375,2947.7099609375,2950.989990234375,2746.550048828125,2828.139892578125,2018889984
2017-06-11,2958.110107421875,2958.110107421875,2996.60009765625,2840.530029296875,2942.409912109375,1752400000
2017-06-12,2659.6298828125,2659.6298828125,2997.260009765625,2518.56005859375,2953.219970703125,2569530112
2017-06-13,2717.02001953125,2717.02001953125,2789.0400390625,2650.3798828125,2680.909912109375,1781200000
2017-06-14,2506.3701171875,2506.3701171875,2786.830078125,2412.93994140625,2716.8798828125,1696560000
2017-06-15,2464.580078125,2464.580078125,2534.7099609375,2212.9599609375,2499.580078125,2026259968
2017-06-16,2518.56005859375,2518.56005859375,2539.919921875,2385.14990234375,2469.570068359375,1195190016
2017-06-17,2655.8798828125,2655.8798828125,2685.18994140625,2484.9599609375,2514.010009765625,1534509952
2017-06-18,2548.2900390625,2548.2900390625,2662.10009765625,2516.330078125,2655.35009765625,1178659968
2017-06-19,2589.60009765625,2589.60009765625,2662.85009765625,2549.030029296875,2549.030029296875,1446840064
2017-06-20,2721.7900390625,2721.7900390625,2763.449951171875,2589.820068359375,2591.260009765625,1854189952
2017-06-21,2689.10009765625,2689.10009765625,2772.010009765625,2660.39990234375,2709.429931640625,1626579968
2017-06-22,2705.409912109375,2705.409912109375,2723.739990234375,2642.360107421875,2691.030029296875,1097939968
2017-06-23,2744.909912109375,2744.909912109375,2765.169921875,2706.3701171875,2707.340087890625,961318976
2017-06-24,2608.719970703125,2608.719970703125,2757.93994140625,2583.18994140625,2738.52001953125,982750016
2017-06-25,2589.409912109375,2589.409912109375,2682.260009765625,2552.1201171875,2607.25,1161100032
2017-06-26,2478.449951171875,2478.449951171875,2615.25,2376.2900390625,2590.570068359375,1663280000
2017-06-27,2552.449951171875,2552.449951171875,2552.449951171875,2332.989990234375,2478.449951171875,1489789952
2017-06-28,2574.7900390625,2574.7900390625,2603.97998046875,2484.419921875,2553.030029296875,1183869952
2017-06-29,2539.320068359375,2539.320068359375,2588.830078125,2510.47998046875,2567.56005859375,949979008
2017-06-30,2480.840087890625,2480.840087890625,2559.25,2478.429931640625,2539.239990234375,860273024
2017-07-01,2434.550048828125,2434.550048828125,2515.27001953125,2419.22998046875,2492.60009765625,779913984
2017-07-02,2506.469970703125,2506.469970703125,2514.280029296875,2394.840087890625,2436.39990234375,803747008
2017-07-03,2564.06005859375,2564.06005859375,2595.0,2480.469970703125,2498.56005859375,964112000
2017-07-04,2601.639892578125,2601.639892578125,2631.590087890625,2559.35009765625,2561.0,985516032
2017-07-05,2601.989990234375,2601.989990234375,2622.64990234375,2538.550048828125,2602.8701171875,941566016
2017-07-06,2608.56005859375,2608.56005859375,2616.719970703125,2581.68994140625,2608.10009765625,761956992
2017-07-07,2518.659912109375,2518.659912109375,2916.139892578125,2498.8701171875,2608.590087890625,917411968
2017-07-08,2571.340087890625,2571.340087890625,2571.340087890625,2492.31005859375,2520.27001953125,733329984
2017-07-09,2518.43994140625,2518.43994140625,2635.489990234375,2517.590087890625,2572.610107421875,527856000
2017-07-10,2372.56005859375,2372.56005859375,2537.159912109375,2321.1298828125,2525.25,1111200000
2017-07-11,2337.7900390625,2337.7900390625,2413.469970703125,2296.81005859375,2385.889892578125,1329760000
2017-07-12,2398.840087890625,2398.840087890625,2423.7099609375,2275.139892578125,2332.77001953125,1117410048
2017-07-13,2357.89990234375,2357.89990234375,2425.219970703125,2340.830078125,2402.699951171875,835769984
2017-07-14,2233.340087890625,2233.340087890625,2363.25,2183.219970703125,2360.590087890625,882502976
2017-07-15,1998.8599853515625,1998.8599853515625,2231.139892578125,1990.4100341796875,2230.1201171875,993608000
2017-07-16,1929.8199462890625,1929.8199462890625,2058.77001953125,1843.030029296875,1991.97998046875,1182870016
2017-07-17,2228.409912109375,2228.409912109375,2230.489990234375,1932.6199951171875,1932.6199951171875,1201760000
2017-07-18,2318.8798828125,2318.8798828125,2387.610107421875,2164.77001953125,2233.52001953125,1512450048
2017-07-19,2273.429931640625,2273.429931640625,2397.169921875,2260.22998046875,2323.080078125,1245100032
2017-07-20,2817.60009765625,2817.60009765625,2900.699951171875,2269.889892578125,2269.889892578125,2249260032
2017-07-21,2667.760009765625,2667.760009765625,2838.409912109375,2621.85009765625,2838.409912109375,1489449984
2017-07-22,2810.1201171875,2810.1201171875,2862.419921875,2657.7099609375,2668.6298828125,1177129984
2017-07-23,2730.39990234375,2730.39990234375,2832.179931640625,2653.93994140625,2808.10009765625,1072840000
2017-07-24,2754.860107421875,2754.860107421875,2777.260009765625,2699.18994140625,2732.699951171875,866473984
2017-07-25,2576.47998046875,2576.47998046875,2768.080078125,2480.9599609375,2757.5,1460089984
2017-07-26,2529.449951171875,2529.449951171875,2610.760009765625,2450.800048828125,2577.77001953125,937404032
2017-07-27,2671.780029296875,2671.780029296875,2693.320068359375,2529.340087890625,2538.7099609375,789104000
2017-07-28,2809.010009765625,2809.010009765625,2897.449951171875,2679.72998046875,2679.72998046875,1380099968
2017-07-29,2726.449951171875,2726.449951171875,2808.760009765625,2692.800048828125,2807.02001953125,803745984
2017-07-30,2757.179931640625,2757.179931640625,2758.530029296875,2644.85009765625,2724.389892578125,705942976
2017-07-31,2875.340087890625,2875.340087890625,2889.6201171875,2720.610107421875,2763.239990234375,860574976
2017-08-01,2718.260009765625,2718.260009765625,2921.35009765625,2685.610107421875,2871.300048828125,1324669952
2017-08-02,2710.669921875,2710.669921875,2762.530029296875,2668.590087890625,2727.1298828125,1094950016
2017-08-03,2804.72998046875,2804.72998046875,2813.31005859375,2685.139892578125,2709.56005859375,804796992
2017-08-04,2895.889892578125,2895.889892578125,2899.330078125,2743.719970703125,2806.929931640625,1002120000
2017-08-05,3252.909912109375,3252.909912109375,3290.010009765625,2874.830078125,2897.6298828125,1945699968
2017-08-06,3213.93994140625,3213.93994140625,3293.2900390625,3155.60009765625,3257.610107421875,1105030016
2017-08-07,3378.93994140625,3378.93994140625,3397.679931640625,3180.889892578125,3212.780029296875,1482279936
2017-08-08,3419.93994140625,3419.93994140625,3484.85009765625,3345.830078125,3370.219970703125,1752760064
2017-08-09,3342.469970703125,3342.469970703125,3422.760009765625,3247.669921875,3420.39990234375,1468960000
2017-08-10,3381.280029296875,3381.280029296875,3453.449951171875,3319.469970703125,3341.840087890625,1515110016
2017-08-11,3650.6201171875,3650.6201171875,3679.719970703125,3372.1201171875,3373.820068359375,2021190016
2017-08-12,3884.7099609375,3884.7099609375,3949.919921875,3613.699951171875,3650.6298828125,2219589888
2017-08-13,4073.260009765625,4073.260009765625,4208.39013671875,3857.800048828125,3880.0400390625,3159089920
2017-08-14,4325.1298828125,4325.1298828125,4325.1298828125,3989.159912109375,4066.10009765625,2463089920
2017-08-15,4181.93017578125,4181.93017578125,4455.97021484375,3906.179931640625,4326.990234375,3258050048
2017-08-16,4376.6298828125,4376.6298828125,4381.22998046875,3994.419921875,4200.33984375,2272039936
2017-08-17,4331.68994140625,4331.68994140625,4484.7001953125,4243.7099609375,4384.43994140625,2553359872
2017-08-18,4160.6201171875,4160.6201171875,4370.1298828125,4015.39990234375,4324.33984375,2941710080
2017-08-19,4193.7001953125,4193.7001953125,4243.259765625,3970.550048828125,4137.75,2975820032
2017-08-20,4087.659912109375,4087.659912109375,4196.2900390625,4069.8798828125,4189.31005859375,2109769984
2017-08-21,4001.739990234375,4001.739990234375,4109.14013671875,3988.60009765625,4090.47998046875,2800890112
2017-08-22,4100.52001953125,4100.52001953125,4128.759765625,3674.580078125,3998.35009765625,3764239872
2017-08-23,4151.52001953125,4151.52001953125,4255.77978515625,4078.409912109375,4089.010009765625,2369819904
2017-08-24,4334.68017578125,4334.68017578125,4376.39013671875,4130.259765625,4137.60009765625,2037750016
2017-08-25,4371.60009765625,4371.60009765625,4455.7001953125,4307.35009765625,4332.81982421875,1727970048
2017-08-26,4352.39990234375,4352.39990234375,4379.27978515625,4269.52001953125,4372.06005859375,1511609984
2017-08-27,4382.8798828125,4382.8798828125,4416.58984375,4317.2900390625,4345.10009765625,1537459968
2017-08-28,4382.66015625,4382.66015625,4403.93017578125,4224.64013671875,4384.4501953125,1959330048
2017-08-29,4579.02001953125,4579.02001953125,4625.68017578125,4352.1298828125,4389.2099609375,2486080000
2017-08-30,4565.2998046875,4565.2998046875,4626.52001953125,4471.41015625,4570.35986328125,1937849984
2017-08-31,4703.39013671875,4703.39013671875,4736.0498046875,4549.39990234375,4555.58984375,1944930048
2017-09-01,4892.009765625,4892.009765625,4892.009765625,4678.52978515625,4701.759765625,2599079936
2017-09-02,4578.77001953125,4578.77001953125,4975.0400390625,4469.240234375,4901.419921875,2722139904
2017-09-03,4582.9599609375,4582.9599609375,4714.080078125,4417.58984375,4585.27001953125,1933190016
2017-09-04,4236.31005859375,4236.31005859375,4591.6298828125,4108.39990234375,4591.6298828125,2987330048
2017-09-05,4376.52978515625,4376.52978515625,4427.83984375,3998.110107421875,4228.2900390625,2697969920
2017-09-06,4597.1201171875,4597.1201171875,4617.25,4376.58984375,4376.58984375,2172100096
2017-09-07,4599.8798828125,4599.8798828125,4655.0400390625,4491.330078125,4589.14013671875,1844620032
2017-09-08,4228.75,4228.75,4661.0,4075.179931640625,4605.16015625,2700890112
2017-09-09,4226.06005859375,4226.06005859375,4308.81982421875,4114.10986328125,4229.81005859375,1386230016
2017-09-10,4122.93994140625,4122.93994140625,4245.43994140625,3951.0400390625,4229.33984375,1679090048
2017-09-11,4161.27001953125,4161.27001953125,4261.669921875,4099.39990234375,4122.47021484375,1557330048
2017-09-12,4130.81005859375,4130.81005859375,4344.64990234375,4085.219970703125,4168.8798828125,1864530048
2017-09-13,3882.590087890625,3882.590087890625,4131.97998046875,3789.919921875,4131.97998046875,2219409920
2017-09-14,3154.949951171875,3154.949951171875,3920.60009765625,3153.860107421875,3875.3701171875,2716310016
2017-09-15,3637.52001953125,3637.52001953125,3733.449951171875,2946.6201171875,3166.300048828125,4148069888
2017-09-16,3625.0400390625,3625.0400390625,3808.840087890625,3487.7900390625,3637.75,1818400000
2017-09-17,3582.8798828125,3582.8798828125,3664.81005859375,3445.639892578125,3606.280029296875,1239149952
2017-09-18,4065.199951171875,4065.199951171875,4079.22998046875,3591.090087890625,3591.090087890625,1943209984
2017-09-19,3924.969970703125,3924.969970703125,4094.070068359375,3868.8701171875,4073.7900390625,1563980032
2017-09-20,3905.949951171875,3905.949951171875,4031.389892578125,3857.72998046875,3916.360107421875,1213830016
2017-09-21,3631.0400390625,3631.0400390625,3916.419921875,3613.6298828125,3901.469970703125,1411480064
2017-09-22,3630.699951171875,3630.699951171875,3758.27001953125,3553.530029296875,3628.02001953125,1194829952
2017-09-23,3792.39990234375,3792.39990234375,3819.2099609375,3594.580078125,3629.919921875,928113984
2017-09-24,3682.840087890625,3682.840087890625,3796.14990234375,3666.89990234375,3796.14990234375,768014976
2017-09-25,3926.070068359375,3926.070068359375,3950.25,3681.580078125,3681.580078125,1374210048
2017-09-26,3892.35009765625,3892.35009765625,3969.889892578125,3869.89990234375,3928.409912109375,1043740032
2017-09-27,4200.669921875,4200.669921875,4210.0498046875,3884.820068359375,3892.93994140625,1686880000
2017-09-28,4174.72998046875,4174.72998046875,4279.31005859375,4109.7001953125,4197.1298828125,1712320000
2017-09-29,4163.06982421875,4163.06982421875,4214.6298828125,4039.2900390625,4171.6201171875,1367049984
2017-09-30,4338.7099609375,4338.7099609375,4358.43017578125,4160.85986328125,4166.10986328125,1207449984
2017-10-01,4403.740234375,4403.740234375,4403.740234375,4269.81005859375,4341.0498046875,1208210048
2017-10-02,4409.31982421875,4409.31982421875,4470.22998046875,4377.4599609375,4395.81005859375,1431730048
2017-10-03,4317.47998046875,4317.47998046875,4432.47021484375,4258.89013671875,4408.4599609375,1288019968
2017-10-04,4229.35986328125,4229.35986328125,4352.31005859375,4210.419921875,4319.3701171875,1116770048
2017-10-05,4328.41015625,4328.41015625,4362.64013671875,4164.0498046875,4229.8798828125,1161769984
2017-10-06,4370.81005859375,4370.81005859375,4413.27001953125,4320.52978515625,4324.4599609375,1069939968
2017-10-07,4426.89013671875,4426.89013671875,4443.8798828125,4321.0498046875,4369.35009765625,906928000
2017-10-08,4610.47998046875,4610.47998046875,4624.14013671875,4405.64013671875,4429.669921875,1313869952
2017-10-09,4772.02001953125,4772.02001953125,4878.7099609375,4564.25,4614.52001953125,1968739968
2017-10-10,4781.990234375,4781.990234375,4922.169921875,4765.10009765625,4776.2099609375,1597139968
2017-10-11,4826.47998046875,4826.47998046875,4873.72998046875,4751.6298828125,4789.25,1222279936
2017-10-12,5446.91015625,5446.91015625,5446.91015625,4822.0,4829.580078125,2791610112
2017-10-13,5647.2099609375,5647.2099609375,5840.2998046875,5436.85009765625,5464.16015625,3615480064
2017-10-14,5831.7900390625,5831.7900390625,5837.7001953125,5591.64013671875,5643.52978515625,1669030016
2017-10-15,5678.18994140625,5678.18994140625,5852.47998046875,5478.60986328125,5835.9599609375,1976039936
2017-10-16,5725.58984375,5725.58984375,5776.22998046875,5544.2099609375,5687.56982421875,2008070016
2017-10-17,5605.509765625,5605.509765625,5800.35009765625,5472.72021484375,5741.580078125,1821570048
2017-10-18,5590.68994140625,5590.68994140625,5603.81982421875,5151.43994140625,5603.81982421875,2399269888
2017-10-19,5708.52001953125,5708.52001953125,5744.35009765625,5531.06005859375,5583.740234375,1780540032
2017-10-20,6011.4501953125,6011.4501953125,6060.10986328125,5627.22998046875,5708.10986328125,2354429952
2017-10-21,6031.60009765625,6031.60009765625,6194.8798828125,5965.06982421875,5996.7900390625,2207099904
2017-10-22,6008.419921875,6008.419921875,6076.259765625,5792.33984375,6036.66015625,2034630016
2017-10-23,5930.31982421875,5930.31982421875,6075.58984375,5732.47021484375,6006.0,2401840128
2017-10-24,5526.64013671875,5526.64013671875,5935.52001953125,5504.18017578125,5935.52001953125,2735699968
2017-10-25,5750.7998046875,5750.7998046875,5754.330078125,5397.8798828125,5524.60009765625,1966989952
2017-10-26,5904.830078125,5904.830078125,5976.7998046875,5721.22021484375,5747.9501953125,1905040000
2017-10-27,5780.89990234375,5780.89990234375,5988.39013671875,5728.81982421875,5899.740234375,1710130048
2017-10-28,5753.08984375,5753.08984375,5876.72021484375,5689.18994140625,5787.81982421875,1403920000
2017-10-29,6153.85009765625,6153.85009765625,6255.7099609375,5724.580078125,5754.43994140625,2859040000
2017-10-30,6130.52978515625,6130.52978515625,6214.990234375,6040.85009765625,6114.85009765625,1772150016
2017-10-31,6468.39990234375,6468.39990234375,6470.43017578125,6103.330078125,6132.02001953125,2311379968
2017-11-01,6767.31005859375,6767.31005859375,6767.31005859375,6377.8798828125,6440.97021484375,2870320128
2017-11-02,7078.5,7078.5,7367.330078125,6758.72021484375,6777.77001953125,4653770240
2017-11-03,7207.759765625,7207.759765625,7461.2900390625,7002.93994140625,7087.52978515625,3369860096
2017-11-04,7379.9501953125,7379.9501953125,7492.85986328125,7031.27978515625,7164.47998046875,2483800064
2017-11-05,7407.41015625,7407.41015625,7617.47998046875,7333.18994140625,7404.52001953125,2380410112
2017-11-06,7022.759765625,7022.759765625,7445.77001953125,7007.31005859375,7403.22021484375,3111899904
2017-11-07,7144.3798828125,7144.3798828125,7253.31982421875,7023.10009765625,7023.10009765625,2326340096
2017-11-08,7459.68994140625,7459.68994140625,7776.419921875,7114.02001953125,7141.3798828125,4602200064
2017-11-09,7143.580078125,7143.580078125,7446.830078125,7101.52001953125,7446.830078125,3226249984
2017-11-10,6618.14013671875,6618.14013671875,7312.0,6436.8701171875,7173.72998046875,5208249856
2017-11-11,6357.60009765625,6357.60009765625,6873.14990234375,6204.22021484375,6618.60986328125,4908680192
2017-11-12,5950.06982421875,5950.06982421875,6625.0498046875,5519.009765625,6295.4501953125,8957349888
2017-11-13,6559.490234375,6559.490234375,6811.18994140625,5844.2900390625,5938.25,6263249920
2017-11-14,6635.75,6635.75,6764.97998046875,6461.75,6561.47998046875,3197110016
2017-11-15,7315.5400390625,7315.5400390625,7342.25,6634.759765625,6634.759765625,4200880128
2017-11-16,7871.68994140625,7871.68994140625,7967.3798828125,7176.580078125,7323.240234375,5123809792
2017-11-17,7708.990234375,7708.990234375,8004.58984375,7561.08984375,7853.56982421875,4651670016
2017-11-18,7790.14990234375,7790.14990234375,7884.990234375,7463.43994140625,7697.2099609375,3667190016
2017-11-19,8036.490234375,8036.490234375,8101.91015625,7694.10009765625,7766.02978515625,3149319936
2017-11-20,8200.6396484375,8200.6396484375,8336.8603515625,7949.35986328125,8039.06982421875,3488450048
2017-11-21,8071.259765625,8071.259765625,8348.66015625,7762.7099609375,8205.740234375,4277609984
2017-11-22,8253.5498046875,8253.5498046875,8302.259765625,8075.47021484375,8077.9501953125,3633530112
2017-11-23,8038.77001953125,8038.77001953125,8267.400390625,8038.77001953125,8232.3798828125,4225179904
2017-11-24,8253.6904296875,8253.6904296875,8374.16015625,7940.93017578125,8074.02001953125,5058610176
2017-11-25,8790.919921875,8790.919921875,8790.919921875,8191.14990234375,8241.7099609375,4342060032
2017-11-26,9330.5498046875,9330.5498046875,9522.9296875,8775.58984375,8789.0400390625,5475579904
2017-11-27,9818.349609375,9818.349609375,9818.349609375,9352.7197265625,9352.7197265625,5653320192
2017-11-28,10058.7998046875,10058.7998046875,10125.7001953125,9736.2998046875,9823.4296875,6348819968
2017-11-29,9888.6103515625,9888.6103515625,11517.400390625,9601.0302734375,10077.400390625,11568799744
2017-11-30,10233.599609375,10233.599609375,10801.0,9202.0498046875,9906.7900390625,8310689792
2017-12-01,10975.599609375,10975.599609375,11046.7001953125,9694.650390625,10198.599609375,6783119872
2017-12-02,11074.599609375,11074.599609375,11320.2001953125,10905.099609375,10978.2998046875,5138500096
2017-12-03,11323.2001953125,11323.2001953125,11858.7001953125,10862.0,11082.7001953125,6608309760
2017-12-04,11657.2001953125,11657.2001953125,11657.2001953125,11081.7998046875,11315.400390625,6132409856
2017-12-05,11916.7001953125,11916.7001953125,12032.0,11604.599609375,11685.7001953125,6895260160
2017-12-06,14291.5,14291.5,14369.099609375,11923.400390625,11923.400390625,12656300032
2017-12-07,17899.69921875,17899.69921875,17899.69921875,14057.2998046875,14266.099609375,17950699520
2017-12-08,16569.400390625,16569.400390625,18353.400390625,14336.900390625,17802.900390625,21135998976
2017-12-09,15178.2001953125,15178.2001953125,16783.0,13674.900390625,16523.30078125,13911300096
2017-12-10,15455.400390625,15455.400390625,15850.599609375,13226.599609375,15168.400390625,13433299968
2017-12-11,16936.80078125,16936.80078125,17513.900390625,15404.7998046875,15427.400390625,12153900032
2017-12-12,17415.400390625,17415.400390625,17781.80078125,16571.599609375,16919.80078125,14603799552
2017-12-13,16408.19921875,16408.19921875,17653.099609375,16039.7001953125,17500.0,12976900096
2017-12-14,16564.0,16564.0,17085.80078125,16185.900390625,16384.599609375,13777399808
2017-12-15,17706.900390625,17706.900390625,18154.099609375,16601.30078125,16601.30078125,14309999616
2017-12-16,19497.400390625,19497.400390625,19716.69921875,17515.30078125,17760.30078125,12740599808
2017-12-17,19140.80078125,19140.80078125,20089.0,18974.099609375,19475.80078125,13314599936
2017-12-18,19114.19921875,19114.19921875,19371.0,18355.900390625,19106.400390625,14839499776
2017-12-19,17776.69921875,17776.69921875,19177.80078125,17275.400390625,19118.30078125,16894499840
2017-12-20,16624.599609375,16624.599609375,17934.69921875,16077.7001953125,17760.30078125,22149699584
2017-12-21,15802.900390625,15802.900390625,17567.69921875,15342.7001953125,16642.400390625,16516599808
2017-12-22,13831.7998046875,13831.7998046875,15943.400390625,11833.0,15898.0,22197999616
2017-12-23,14699.2001953125,14699.2001953125,15603.2001953125,13828.7998046875,13948.7001953125,13086000128
2017-12-24,13925.7998046875,13925.7998046875,14626.0,12747.7001953125,14608.2001953125,11572299776
2017-12-25,14026.599609375,14026.599609375,14593.0,13448.900390625,13995.900390625,10664699904
2017-12-26,16099.7998046875,16099.7998046875,16461.19921875,14028.900390625,14036.599609375,13454300160
2017-12-27,15838.5,15838.5,16930.900390625,15114.2998046875,16163.5,12487600128
2017-12-28,14606.5,14606.5,15888.400390625,13937.2998046875,15864.099609375,12336499712
2017-12-29,14656.2001953125,14656.2001953125,15279.0,14307.0,14695.7998046875,13025500160
2017-12-30,12952.2001953125,12952.2001953125,14681.900390625,12350.099609375,14681.900390625,14452599808
2017-12-31,14156.400390625,14156.400390625,14377.400390625,12755.599609375,12897.7001953125,12136299520
2018-01-01,13657.2001953125,13657.2001953125,14112.2001953125,13154.7001953125,14112.2001953125,10291200000
2018-01-02,14982.099609375,14982.099609375,15444.599609375,13163.599609375,13625.0,16846600192
2018-01-03,15201.0,15201.0,15572.7998046875,14844.5,14978.2001953125,16871900160
2018-01-04,15599.2001953125,15599.2001953125,15739.7001953125,14522.2001953125,15270.7001953125,21783199744
2018-01-05,17429.5,17429.5,17705.19921875,15202.7998046875,15477.2001953125,23840899072
2018-01-06,17527.0,17527.0,17712.400390625,16764.599609375,17462.099609375,18314600448
2018-01-07,16477.599609375,16477.599609375,17579.599609375,16087.7001953125,17527.30078125,15866000384
2018-01-08,15170.099609375,15170.099609375,16537.900390625,14208.2001953125,16476.19921875,18413899776
2018-01-09,14595.400390625,14595.400390625,15497.5,14424.0,15123.7001953125,16659999744
2018-01-10,14973.2998046875,14973.2998046875,14973.2998046875,13691.2001953125,14588.5,18500800512
2018-01-11,13405.7998046875,13405.7998046875,15018.7998046875,13105.900390625,14968.2001953125,16534099968
2018-01-12,13980.599609375,13980.599609375,14229.900390625,13158.099609375,13453.900390625,12065699840
2018-01-13,14360.2001953125,14360.2001953125,14659.5,13952.400390625,13952.400390625,12763599872
2018-01-14,13772.0,13772.0,14511.7998046875,13268.0,14370.7998046875,11084099584
2018-01-15,13819.7998046875,13819.7998046875,14445.5,13641.7001953125,13767.2998046875,12750799872
2018-01-16,11490.5,11490.5,13843.099609375,10194.900390625,13836.099609375,18853799936
2018-01-17,11188.599609375,11188.599609375,11678.0,9402.2900390625,11431.099609375,18830600192
2018-01-18,11474.900390625,11474.900390625,12107.2998046875,10942.5,11198.7998046875,15020399616
2018-01-19,11607.400390625,11607.400390625,11992.7998046875,11172.099609375,11429.7998046875,10740400128
2018-01-20,12899.2001953125,12899.2001953125,13103.0,11656.2001953125,11656.2001953125,11801700352
2018-01-21,11600.099609375,11600.099609375,12895.900390625,11288.2001953125,12889.2001953125,9935179776
2018-01-22,10931.400390625,10931.400390625,11966.400390625,10240.2001953125,11633.099609375,10537400320
2018-01-23,10868.400390625,10868.400390625,11377.599609375,10129.7001953125,10944.5,9660609536
2018-01-24,11359.400390625,11359.400390625,11501.400390625,10639.7998046875,10903.400390625,9940989952
2018-01-25,11259.400390625,11259.400390625,11785.7001953125,11057.400390625,11421.7001953125,8873169920
